fn	_path	beat_scheme	beat_scheme_diff	beat_scheme_length	beat_scheme_repr	beat_scheme_type	meter_ambiguity	meter_constraint_TOTAL	meter_constraint_footmin-f-resolution	meter_constraint_footmin-w-resolution	meter_constraint_strength_w=>-p	meter_constraint_stress_s=>-u	meter_constraint_stress_w=>-p	meter_length_avg_line	meter_length_avg_parse	meter_mpos_s	meter_mpos_ss	meter_mpos_w	meter_mpos_ww	meter_perc_lines_ending_s	meter_perc_lines_ending_w	meter_perc_lines_fourthpos_	meter_perc_lines_fourthpos_s	meter_perc_lines_fourthpos_w	meter_perc_lines_starting_s	meter_perc_lines_starting_w	meter_type_foot	meter_type_head	meter_type_scheme	num_lines	rhyme_scheme	rhyme_scheme_acc_4-Rhyme	rhyme_scheme_acc_Alternating A	rhyme_scheme_acc_Alternating B	rhyme_scheme_acc_Alternating D	rhyme_scheme_acc_Alternating E	rhyme_scheme_acc_Aternating C	rhyme_scheme_acc_Couplet	rhyme_scheme_acc_Enclosed Rhyme	rhyme_scheme_acc_Monk'S Tale Stanza	rhyme_scheme_acc_Octet	rhyme_scheme_acc_Ottava Rima	rhyme_scheme_acc_Quatrain And Triplet	rhyme_scheme_acc_Rhyme Royal	rhyme_scheme_acc_Scottish Stanza	rhyme_scheme_acc_Sestet A	rhyme_scheme_acc_Sestet B	rhyme_scheme_acc_Sonnet A	rhyme_scheme_acc_Sonnet B	rhyme_scheme_acc_Sonnet C	rhyme_scheme_acc_Sonnet D	rhyme_scheme_acc_Sonnet E	rhyme_scheme_acc_Sonnet F	rhyme_scheme_acc_Sonnet G	rhyme_scheme_acc_Sonnet H	rhyme_scheme_acc_Sonnet I	rhyme_scheme_acc_Sonnet J	rhyme_scheme_acc_Sonnet, Petrarchan A	rhyme_scheme_acc_Sonnet, Petrarchan B	rhyme_scheme_acc_Sonnet, Petrarchan C	rhyme_scheme_acc_Sonnet, Petrarchan D	rhyme_scheme_acc_Sonnet, Petrarchan E	rhyme_scheme_acc_Sonnet, Shakespearean	rhyme_scheme_acc_Sonnet, Spenserian	rhyme_scheme_acc_Spenserian Stanza	rhyme_scheme_acc_Triplet	rhyme_scheme_accuracy	rhyme_scheme_form	rhyme_scheme_name	rhymes_l01-l02	rhymes_l01-l03	rhymes_l01-l04	rhymes_l01-l05	rhymes_l01-l06	rhymes_l01-l07	rhymes_l01-l08	rhymes_l01-l09	rhymes_l01-l10	rhymes_l01-l11	rhymes_l01-l12	rhymes_l01-l13	rhymes_l01-l14	rhymes_l02-l03	rhymes_l02-l04	rhymes_l02-l05	rhymes_l02-l06	rhymes_l02-l07	rhymes_l02-l08	rhymes_l02-l09	rhymes_l02-l10	rhymes_l02-l11	rhymes_l02-l12	rhymes_l02-l13	rhymes_l02-l14	rhymes_l03-l04	rhymes_l03-l05	rhymes_l03-l06	rhymes_l03-l07	rhymes_l03-l08	rhymes_l03-l09	rhymes_l03-l10	rhymes_l03-l11	rhymes_l03-l12	rhymes_l03-l13	rhymes_l03-l14	rhymes_l04-l05	rhymes_l04-l06	rhymes_l04-l07	rhymes_l04-l08	rhymes_l04-l09	rhymes_l04-l10	rhymes_l04-l11	rhymes_l04-l12	rhymes_l04-l13	rhymes_l04-l14	rhymes_l05-l06	rhymes_l05-l07	rhymes_l05-l08	rhymes_l05-l09	rhymes_l05-l10	rhymes_l05-l11	rhymes_l05-l12	rhymes_l05-l13	rhymes_l05-l14	rhymes_l06-l07	rhymes_l06-l08	rhymes_l06-l09	rhymes_l06-l10	rhymes_l06-l11	rhymes_l06-l12	rhymes_l06-l13	rhymes_l06-l14	rhymes_l07-l08	rhymes_l07-l09	rhymes_l07-l10	rhymes_l07-l11	rhymes_l07-l12	rhymes_l07-l13	rhymes_l07-l14	rhymes_l08-l09	rhymes_l08-l10	rhymes_l08-l11	rhymes_l08-l12	rhymes_l08-l13	rhymes_l08-l14	rhymes_l09-l10	rhymes_l09-l11	rhymes_l09-l12	rhymes_l09-l13	rhymes_l09-l14	rhymes_l10-l11	rhymes_l10-l12	rhymes_l10-l13	rhymes_l10-l14	rhymes_l11-l12	rhymes_l11-l13	rhymes_l11-l14	rhymes_l12-l13	rhymes_l12-l14	rhymes_l13-l14	syll_scheme	syll_scheme_diff	syll_scheme_length	syll_scheme_repr	syll_scheme_type
corpus/NotSonnets/Z200407721.txt	corpus/NotSonnets/Z200407721.txt	[4, 3]	1.0	2.0	Alternating (tetrameter-trimeter)	Alternating	2.4285714285699997	0.136842105263	0.0105263157895	0.0	0.0	0.0315789473684	0.09473684210529999	6.8571428571399995	6.8571428571399995	0.515789473684		0.47368421052599996	0.0105263157895	0.928571428571	0.07142857142860001		0.785714285714	0.214285714286	0.28571428571400004	0.714285714286	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']																	0.272727272727	0.222222222222	0.272727272727	0.23076923076900002												0.375				0.375	abab cdcd efefgg	Sonnet, Shakespearean						1.0		1.0		1.0		1.0	1.0		1.0												1.0																														1.0								1.0		1.0		1.0	1.0								1.0		1.0	1.0		1.0				1.0	1.0			1.0	[8, 6]	3.0	2.0	Alternating (8-6)	Alternating
corpus/NotSonnets/Z300677691.txt	corpus/NotSonnets/Z300677691.txt	[2, 5, 4, 2, 4, 4, 3]	23.0	7.0	Complex (2-5-4-2-4-4-3)	Complex	3.7142857142900003	0.26966292134799996	0.022471910112400004	0.0	0.0	0.101123595506	0.14606741572999998	7.0	7.0	0.426966292135	0.033707865168499995	0.47191011236	0.06741573033710001	0.28571428571400004	0.714285714286		0.357142857143	0.642857142857	0.214285714286	0.785714285714	binary	initial	trochaic	14.0	[u'Couplet', u'aa']							0.28571428571400004											0.181818181818							0.181818181818		0.166666666667				0.166666666667					0.285714285714	aa	Couplet	1.0																											1.0									1.0																											1.0															1.0			1.0									1.0	[6]	24.0	1.0	6	Invariable
corpus/NotSonnets/Z300245104.txt	corpus/NotSonnets/Z300245104.txt	[4, 7, 3, 4, 4, 5, 4]	15.0	7.0	Complex (4-7-3-4-4-5-4)	Complex	4.3571428571399995	0.342342342342	0.036036036036	0.0	0.0	0.144144144144	0.162162162162	8.71428571429	8.71428571429	0.45045045045000004	0.045045045044999996	0.45045045045000004	0.0540540540541	0.5	0.5		0.428571428571	0.5714285714289999	0.428571428571	0.5714285714289999	binary	initial	trochaic	14.0	[u'Sonnet, Petrarchan E', u'abba abba cddece']																							0.23076923076900002				0.25	0.277777777778		0.25	0.33333333333299997					0.333333333333	abba abba cddece	Sonnet, Petrarchan E	1.0					1.0		1.0	1.0	1.0		1.0						1.0		1.0	1.0	1.0		1.0				1.0									1.0			1.0									1.0																1.0	1.0	1.0		1.0								1.0	1.0		1.0		1.0		1.0			1.0			1.0		[8, 12, 6, 8, 10, 10, 8]	17.0	7.0	Complex (8-12-6-8-10-10-8)	Complex
corpus/Sonnets/Z300341568.txt	corpus/Sonnets/Z300341568.txt	[5]	2.0	1.0	Pentameter	Invariable	2.7857142857099997	0.116788321168	0.0072992700729899995	0.0	0.0	0.0656934306569	0.043795620438	9.85714285714	9.85714285714	0.503649635036		0.489051094891	0.0072992700729899995	0.928571428571	0.07142857142860001		0.928571428571	0.07142857142860001	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Quatrain And Triplet', u'ababccc']												0.46666666666699996	0.23809523809500002						0.307692307692		0.176470588235											0.166666666667				0.466666666667	ababccc	Quatrain And Triplet		1.0													1.0																																1.0																				1.0					1.0								1.0										1.0		[10]	4.0	1.0	10	Invariable
corpus/Sonnets/Z300265632.txt	corpus/Sonnets/Z300265632.txt	[5]	4.0	1.0	Pentameter	Invariable	2.85714285714	0.14705882352900002	0.0147058823529	0.0	0.0	0.0661764705882	0.0661764705882	10.0	10.0	0.48529411764700003	0.0147058823529	0.48529411764700003	0.0147058823529	0.8571428571430001	0.14285714285700002		0.928571428571	0.07142857142860001	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Sonnet B', u'abab cdcd effegg']												0.371428571429					0.38461538461499994	0.666666666667							0.363636363636							0.363636363636				0.666666666667	abab cdcd effegg	Sonnet B		1.0													1.0																																	1.0	1.0															1.0															1.0			1.0									1.0	[10]	4.0	1.0	10	Invariable
corpus/Sonnets/Z300482274.txt	corpus/Sonnets/Z300482274.txt	[5]	2.0	1.0	Pentameter	Invariable	2.7857142857099997	0.16911764705899998	0.00735294117647	0.00735294117647	0.0	0.0661764705882	0.0882352941176	9.92857142857	9.92857142857	0.5	0.00735294117647	0.47794117647100004	0.0147058823529	0.8571428571430001	0.14285714285700002		0.785714285714	0.214285714286	0.28571428571400004	0.714285714286	binary	final	iambic	14.0	[u'Sonnet, Petrarchan D', u'abba abba cdcdee']																											0.315789473684	0.4	0.318181818182	0.5625	0.315789473684					0.5625	abba abba cdcdee	Sonnet, Petrarchan D			1.0	1.0										1.0			1.0											1.0									1.0																											1.0														1.0					1.0								1.0	[10]	3.0	1.0	10	Invariable
corpus/NotSonnets/Z300636441.txt	corpus/NotSonnets/Z300636441.txt	[5, 5, 5, 4, 5, 5, 5]	5.0	7.0	Complex (5-5-5-4-5-5-5)	Complex	1.7142857142899999	0.121212121212	0.0	0.0	0.0	0.0378787878788	0.08333333333330001	9.57142857143	9.57142857143	0.49242424242399996	0.00757575757576	0.49242424242399996	0.00757575757576	0.8571428571430001	0.14285714285700002		0.928571428571	0.07142857142860001	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']												0.514285714286					0.4	0.38461538461499994			0.41176470588200004											0.636363636364				0.636363636364	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0		1.0		1.0											1.0		1.0				1.0					1.0								1.0	[10, 10, 10, 8, 10, 10, 10]	7.0	7.0	Complex (10-10-10-8-10-10-10)	Complex
corpus/NotSonnets/Z200600871.txt	corpus/NotSonnets/Z200600871.txt	[5, 4, 4, 5, 4, 5, 4]	13.0	7.0	Complex (5-4-4-5-4-5-4)	Complex	4.3571428571399995	0.166666666667	0.035087719298199996	0.0	0.0	0.04385964912280001	0.08771929824560001	8.85714285714	8.85714285714	0.464912280702	0.026315789473700002	0.447368421053	0.061403508771900005	0.428571428571	0.5714285714289999		0.642857142857	0.357142857143	0.428571428571	0.5714285714289999	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.28571428571400004						0.1										0.0769230769231	0.08333333333330001	0.111111111111											0.285714285714	aa	Couplet			1.0	1.0	1.0			1.0	1.0			1.0	1.0	1.0																							1.0	1.0			1.0	1.0			1.0	1.0	1.0			1.0	1.0			1.0	1.0			1.0	1.0			1.0	1.0	1.0													1.0			1.0	1.0			1.0	1.0	1.0					1.0	[10, 10, 8, 10, 8, 10, 8]	13.0	7.0	Complex (10-10-8-10-8-10-8)	Complex
corpus/Sonnets/Z200223376.txt	corpus/Sonnets/Z200223376.txt	[5, 5, 7, 4, 5, 5, 5]	17.0	7.0	Complex (5-5-7-4-5-5-5)	Complex	5.28571428571	0.24812030075199998	0.0225563909774	0.0075187969924799996	0.0	0.127819548872	0.0902255639098	10.5	10.5	0.45864661654100003	0.037593984962400004	0.436090225564	0.0676691729323	0.28571428571400004	0.714285714286		0.5714285714289999	0.428571428571	0.642857142857	0.357142857143	binary	final	iambic	14.0	[u'Sonnet J', u'abbabacd cddeee']												0.08333333333330001						0.1	0.0769230769231						0.1	0.214285714286										0.214285714286	abbabacd cddeee	Sonnet J	1.0				1.0		1.0	1.0					1.0				1.0		1.0	1.0					1.0		1.0												1.0																		1.0	1.0					1.0								1.0					1.0					1.0	1.0							1.0			[10, 10, 12, 10, 10, 12, 12]	20.0	7.0	Complex (10-10-12-10-10-12-12)	Complex
corpus/NotSonnets/Z300288587.txt	corpus/NotSonnets/Z300288587.txt	[5, 5, 5, 5, 4, 5, 5]	1.0	7.0	Complex (5-5-5-5-4-5-5)	Complex	2.1428571428599996	0.139705882353	0.0	0.0	0.0	0.07352941176469999	0.0661764705882	9.85714285714	9.85714285714	0.492647058824	0.00735294117647	0.492647058824	0.00735294117647	0.714285714286	0.28571428571400004		0.8571428571430001	0.14285714285700002	0.28571428571400004	0.714285714286	binary	final	iambic	14.0	[u'Sonnet A', u'abab cdcd eefeff']																	0.5714285714289999	0.357142857143		0.33333333333299997												0.357142857143	0.5			0.571428571429	abab cdcd eefeff	Sonnet A		1.0													1.0	1.0		1.0																			1.0		1.0									1.0									1.0																				1.0										1.0	1.0			1.0	[10, 10, 10, 10, 8, 10, 10]	7.0	7.0	Complex (10-10-10-10-8-10-10)	Complex
corpus/NotSonnets/Z300283624.txt	corpus/NotSonnets/Z300283624.txt	[4, 3]	9.0	2.0	Alternating (tetrameter-trimeter)	Alternating	2.4285714285699997	0.12087912087899999	0.010989010989	0.0	0.0	0.032967032967	0.0769230769231	6.92857142857	6.92857142857	0.494505494505		0.43956043956	0.0659340659341	0.714285714286	0.28571428571400004		0.714285714286	0.28571428571400004	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Sonnet A', u'abab cdcd eefeff']							0.28571428571400004										0.38461538461499994			0.25	0.235294117647											0.25				0.384615384615	abab cdcd eefeff	Sonnet A	1.0																												1.0								1.0																				1.0																										1.0				1.0	1.0			1.0	[8, 6]	8.0	2.0	Alternating (8-6)	Alternating
corpus/Sonnets/Z300298162.txt	corpus/Sonnets/Z300298162.txt	[5]	0.0	1.0	Pentameter	Invariable	3.85714285714	0.239130434783	0.007246376811590001	0.0	0.0	0.08695652173910001	0.144927536232	10.0714285714	10.0714285714	0.49275362318800003	0.0144927536232	0.485507246377	0.007246376811590001	0.928571428571	0.07142857142860001		0.8571428571430001	0.14285714285700002	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Sonnet, Petrarchan D', u'abba abba cdcdee']																											0.666666666667	0.736842105263	0.619047619048	0.7647058823530001	0.666666666667					0.764705882353	abba abba cdcdee	Sonnet, Petrarchan D			1.0	1.0			1.0							1.0			1.0	1.0										1.0	1.0								1.0			1.0									1.0							1.0																						1.0							1.0				1.0			[10]	3.0	1.0	10	Invariable
corpus/NotSonnets/Z200383748.txt	corpus/NotSonnets/Z200383748.txt	[5]	8.0	1.0	Pentameter	Invariable	3.2857142857099997	0.20149253731300001	0.007462686567159999	0.0	0.0	0.089552238806	0.10447761194	9.78571428571	9.78571428571	0.5	0.007462686567159999	0.477611940299	0.014925373134299999	0.928571428571	0.07142857142860001		0.785714285714	0.214285714286	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Couplet', u'aa']							1.0					0.14285714285700002	0.166666666667				0.133333333333								0.0769230769231											1.0	aa	Couplet	1.0																									1.0																					1.0																	1.0													1.0									1.0					1.0	[10]	7.0	1.0	10	Invariable
corpus/NotSonnets/Z300576310.txt	corpus/NotSonnets/Z300576310.txt	[5]	2.0	1.0	Pentameter	Invariable	2.5	0.116788321168	0.0	0.0	0.0	0.08759124087589999	0.029197080292	10.0	10.0	0.5182481751820001		0.459854014599	0.021897810219	1.0			0.714285714286	0.28571428571400004	0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.8571428571430001						0.29166666666700003				0.176470588235			0.157894736842			0.166666666667													0.857142857143	aa	Couplet	1.0																									1.0	1.0										1.0																			1.0	1.0							1.0													1.0									1.0					1.0	[10]	2.0	1.0	10	Invariable
corpus/NotSonnets/Z300381901.txt	corpus/NotSonnets/Z300381901.txt	[5]	6.0	1.0	Pentameter	Invariable	2.6428571428599996	0.139705882353	0.00735294117647	0.0	0.0	0.0588235294118	0.07352941176469999	10.142857142899999	10.142857142899999	0.5	0.00735294117647	0.455882352941	0.0367647058824	0.928571428571	0.07142857142860001		1.0		0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']												0.46666666666699996					0.545454545455	0.555555555556														1.0	0.46666666666699996			1.0	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0																					1.0					1.0								1.0	[10]	6.0	1.0	10	Invariable
