fn	_path	beat_scheme	beat_scheme_diff	beat_scheme_length	beat_scheme_repr	beat_scheme_type	meter_ambiguity	meter_constraint_TOTAL	meter_constraint_footmin-f-resolution	meter_constraint_footmin-w-resolution	meter_constraint_strength_w=>-p	meter_constraint_stress_s=>-u	meter_constraint_stress_w=>-p	meter_length_avg_line	meter_length_avg_parse	meter_mpos_s	meter_mpos_ss	meter_mpos_w	meter_mpos_ww	meter_perc_lines_ending_s	meter_perc_lines_ending_w	meter_perc_lines_fourthpos_	meter_perc_lines_fourthpos_s	meter_perc_lines_fourthpos_w	meter_perc_lines_starting_s	meter_perc_lines_starting_w	meter_type_foot	meter_type_head	meter_type_scheme	num_lines	rhyme_scheme	rhyme_scheme_acc_4-Rhyme	rhyme_scheme_acc_Alternating A	rhyme_scheme_acc_Alternating B	rhyme_scheme_acc_Alternating D	rhyme_scheme_acc_Alternating E	rhyme_scheme_acc_Aternating C	rhyme_scheme_acc_Couplet	rhyme_scheme_acc_Enclosed Rhyme	rhyme_scheme_acc_Monk'S Tale Stanza	rhyme_scheme_acc_Octet	rhyme_scheme_acc_Ottava Rima	rhyme_scheme_acc_Quatrain And Triplet	rhyme_scheme_acc_Rhyme Royal	rhyme_scheme_acc_Scottish Stanza	rhyme_scheme_acc_Sestet A	rhyme_scheme_acc_Sestet B	rhyme_scheme_acc_Sonnet A	rhyme_scheme_acc_Sonnet B	rhyme_scheme_acc_Sonnet C	rhyme_scheme_acc_Sonnet D	rhyme_scheme_acc_Sonnet E	rhyme_scheme_acc_Sonnet F	rhyme_scheme_acc_Sonnet G	rhyme_scheme_acc_Sonnet H	rhyme_scheme_acc_Sonnet I	rhyme_scheme_acc_Sonnet J	rhyme_scheme_acc_Sonnet, Petrarchan A	rhyme_scheme_acc_Sonnet, Petrarchan B	rhyme_scheme_acc_Sonnet, Petrarchan C	rhyme_scheme_acc_Sonnet, Petrarchan D	rhyme_scheme_acc_Sonnet, Petrarchan E	rhyme_scheme_acc_Sonnet, Shakespearean	rhyme_scheme_acc_Sonnet, Spenserian	rhyme_scheme_acc_Spenserian Stanza	rhyme_scheme_acc_Triplet	rhyme_scheme_accuracy	rhyme_scheme_form	rhyme_scheme_name	rhymes_l01-l02	rhymes_l01-l03	rhymes_l01-l04	rhymes_l01-l05	rhymes_l01-l06	rhymes_l01-l07	rhymes_l01-l08	rhymes_l01-l09	rhymes_l01-l10	rhymes_l01-l11	rhymes_l01-l12	rhymes_l01-l13	rhymes_l01-l14	rhymes_l02-l03	rhymes_l02-l04	rhymes_l02-l05	rhymes_l02-l06	rhymes_l02-l07	rhymes_l02-l08	rhymes_l02-l09	rhymes_l02-l10	rhymes_l02-l11	rhymes_l02-l12	rhymes_l02-l13	rhymes_l02-l14	rhymes_l03-l04	rhymes_l03-l05	rhymes_l03-l06	rhymes_l03-l07	rhymes_l03-l08	rhymes_l03-l09	rhymes_l03-l10	rhymes_l03-l11	rhymes_l03-l12	rhymes_l03-l13	rhymes_l03-l14	rhymes_l04-l05	rhymes_l04-l06	rhymes_l04-l07	rhymes_l04-l08	rhymes_l04-l09	rhymes_l04-l10	rhymes_l04-l11	rhymes_l04-l12	rhymes_l04-l13	rhymes_l04-l14	rhymes_l05-l06	rhymes_l05-l07	rhymes_l05-l08	rhymes_l05-l09	rhymes_l05-l10	rhymes_l05-l11	rhymes_l05-l12	rhymes_l05-l13	rhymes_l05-l14	rhymes_l06-l07	rhymes_l06-l08	rhymes_l06-l09	rhymes_l06-l10	rhymes_l06-l11	rhymes_l06-l12	rhymes_l06-l13	rhymes_l06-l14	rhymes_l07-l08	rhymes_l07-l09	rhymes_l07-l10	rhymes_l07-l11	rhymes_l07-l12	rhymes_l07-l13	rhymes_l07-l14	rhymes_l08-l09	rhymes_l08-l10	rhymes_l08-l11	rhymes_l08-l12	rhymes_l08-l13	rhymes_l08-l14	rhymes_l09-l10	rhymes_l09-l11	rhymes_l09-l12	rhymes_l09-l13	rhymes_l09-l14	rhymes_l10-l11	rhymes_l10-l12	rhymes_l10-l13	rhymes_l10-l14	rhymes_l11-l12	rhymes_l11-l13	rhymes_l11-l14	rhymes_l12-l13	rhymes_l12-l14	rhymes_l13-l14	syll_scheme	syll_scheme_diff	syll_scheme_length	syll_scheme_repr	syll_scheme_type
corpus/NotSonnets/Z300303080.txt	corpus/NotSonnets/Z300303080.txt	[4, 3, 4, 4, 4, 4, 2]	9.0	7.0	Complex (4-3-4-4-4-4-2)	Complex	2.1428571428599996	0.118279569892	0.010752688172	0.010752688172	0.0	0.05376344086019999	0.043010752688199996	7.285714285710001	7.285714285710001	0.47311827956999997	0.021505376344099998	0.430107526882	0.07526881720430001	0.785714285714	0.214285714286		0.714285714286	0.28571428571400004	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.714285714286					0.214285714286	0.14285714285700002				0.133333333333			0.117647058824																0.714285714286	aa	Couplet	1.0																									1.0																					1.0																				1.0	1.0			1.0	1.0					1.0									1.0					1.0	[8, 8, 8, 8, 8, 8, 6]	7.0	7.0	Complex (8-8-8-8-8-8-6)	Complex
corpus/NotSonnets/Z400570414.txt	corpus/NotSonnets/Z400570414.txt	[7, 7, 1, 7, 2, 2, 7]	19.0	7.0	Complex (7-7-1-7-2-2-7)	Complex	5.78571428571	0.17796610169500002	0.0423728813559	0.00847457627119	0.0	0.0932203389831	0.0338983050847	9.5	9.5	0.457627118644	0.05932203389830001	0.415254237288	0.0677966101695	0.714285714286	0.28571428571400004	0.28571428571400004	0.5714285714289999	0.14285714285700002	0.5714285714289999	0.428571428571	binary	final	iambic	14.0	[u'Sonnet, Petrarchan C', u'abba abba ccdccd']							0.28571428571400004					0.242857142857																0.25	0.29166666666700003	0.28571428571400004						0.291666666667	abba abba ccdccd	Sonnet, Petrarchan C	1.0	1.0				1.0								1.0				1.0											1.0											1.0							1.0																															1.0					1.0	1.0					1.0			[14, 12, 2, 16, 4, 4, 16]	24.0	7.0	Complex (14-12-2-16-4-4-16)	Complex
corpus/NotSonnets/Z200418355.txt	corpus/NotSonnets/Z200418355.txt	[5]	10.0	1.0	Pentameter	Invariable	2.5	0.15328467153300002	0.0072992700729899995	0.0	0.0	0.0656934306569	0.08029197080289999	9.92857142857	9.92857142857	0.496350364964	0.0072992700729899995	0.489051094891	0.0072992700729899995	1.0			0.8571428571430001	0.14285714285700002	0.07142857142860001	0.928571428571	binary	final	iambic	14.0	[u'Quatrain And Triplet', u'ababccc']							0.428571428571					0.46666666666699996	0.46666666666699996								0.33333333333299997											0.272727272727				0.466666666667	ababccc	Quatrain And Triplet		1.0													1.0																																1.0																		1.0							1.0														1.0					1.0	[10]	9.0	1.0	10	Invariable
corpus/NotSonnets/Z300560285.txt	corpus/NotSonnets/Z300560285.txt	[4]	8.0	1.0	Tetrameter	Invariable	4.3571428571399995	0.245762711864	0.0254237288136	0.0169491525424	0.0	0.0932203389831	0.110169491525	9.28571428571	9.28571428571	0.44067796610200005	0.050847457627099996	0.457627118644	0.050847457627099996	0.28571428571400004	0.714285714286		0.5714285714289999	0.428571428571	0.5714285714289999	0.428571428571	binary	final	iambic	14.0	[u'Sonnet F', u'abba abba cbbcbc']												0.0										0.0		0.0				0.0					0.0			0.0	abba abba cbbcbc	Sonnet F	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	[8, 10]	13.0	2.0	Alternating (8-10)	Alternating
corpus/Sonnets/Z300348031.txt	corpus/Sonnets/Z300348031.txt	[5]	8.0	1.0	Pentameter	Invariable	2.9285714285699997	0.12213740457999998	0.0076335877862600005	0.0	0.0	0.030534351145000003	0.0839694656489	9.57142857143	9.57142857143	0.503816793893		0.473282442748	0.0229007633588	0.928571428571	0.07142857142860001		0.928571428571	0.07142857142860001	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Sonnet, Petrarchan B', u'abba abba cdcdcd']																											0.47368421052599996	0.722222222222	0.52380952381	0.647058823529	0.555555555556					0.722222222222	abba abba cdcdcd	Sonnet, Petrarchan B			1.0	1.0										1.0			1.0	1.0										1.0	1.0								1.0																			1.0																				1.0		1.0		1.0			1.0				1.0					[10]	10.0	1.0	10	Invariable
corpus/NotSonnets/Z300381954.txt	corpus/NotSonnets/Z300381954.txt	[3]	6.0	1.0	Trimeter	Invariable	2.0714285714300003	0.155555555556	0.0	0.0	0.0	0.1	0.0555555555556	6.57142857143	6.57142857143	0.5		0.477777777778	0.022222222222199998	0.785714285714	0.214285714286		0.785714285714	0.214285714286	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.28571428571400004													0.166666666667	0.157894736842									0.14285714285700002			0.14285714285700002			0.285714285714	aa	Couplet	1.0		1.0												1.0													1.0																						1.0														1.0			1.0						1.0										1.0								1.0	[8, 6]	7.0	2.0	Alternating (8-6)	Alternating
corpus/Sonnets/Z200344658.txt	corpus/Sonnets/Z200344658.txt	[5, 5, 4, 5, 5, 5, 5]	3.0	7.0	Complex (5-5-4-5-5-5-5)	Complex	2.9285714285699997	0.167938931298	0.0	0.0	0.0	0.0992366412214	0.0687022900763	9.57142857143	9.57142857143	0.511450381679		0.46564885496200004	0.0229007633588	0.8571428571430001	0.14285714285700002		0.642857142857	0.357142857143	0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Sonnet I', u'abba cddc effegg']																							0.38461538461499994	0.307692307692	0.555555555556		0.46666666666699996		0.368421052632							0.555555555556	abba cddc effegg	Sonnet I			1.0											1.0																																			1.0							1.0																							1.0					1.0				1.0				[10, 10, 8, 10, 10, 10, 10]	5.0	7.0	Complex (10-10-8-10-10-10-10)	Complex
corpus/Sonnets/Z300603627.txt	corpus/Sonnets/Z300603627.txt	[5]	4.0	1.0	Pentameter	Invariable	2.0	0.15671641791	0.0	0.0	0.0	0.07462686567160001	0.0820895522388	9.78571428571	9.78571428571	0.492537313433	0.014925373134299999	0.485074626866	0.007462686567159999	1.0			0.8571428571430001	0.14285714285700002	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']												0.46666666666699996					0.545454545455	0.555555555556														1.0	0.46666666666699996			1.0	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0																					1.0					1.0								1.0	[10]	3.0	1.0	10	Invariable
corpus/Sonnets/Z300342493.txt	corpus/Sonnets/Z300342493.txt	[5]	2.0	1.0	Pentameter	Invariable	3.0714285714300003	0.12318840579700001	0.0	0.0	0.0	0.0652173913043	0.0579710144928	10.0714285714	10.0714285714	0.49275362318800003	0.007246376811590001	0.485507246377	0.0144927536232	0.8571428571430001	0.14285714285700002		0.8571428571430001	0.14285714285700002	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Sonnet J', u'abbabacd cddeee']													0.33928571428599996					0.307692307692		0.222222222222						0.35294117647100004							0.25			0.352941176471	abbabacd cddeee	Sonnet J		1.0			1.0											1.0												1.0											1.0																																	1.0	1.0						1.0			1.0									1.0	[10]	3.0	1.0	10	Invariable
corpus/Sonnets/Z300341587.txt	corpus/Sonnets/Z300341587.txt	[5]	4.0	1.0	Pentameter	Invariable	2.5	0.166666666667	0.00757575757576	0.0	0.0	0.08333333333330001	0.0757575757576	9.57142857143	9.57142857143	0.515151515152		0.46969696969700003	0.0151515151515	0.8571428571430001	0.14285714285700002		0.714285714286	0.28571428571400004	0.428571428571	0.5714285714289999	binary	final	iambic	14.0	[u'Sonnet E', u'abab cbcd cdedee']												0.23809523809500002	0.23809523809500002						0.214285714286		0.33333333333299997					0.33333333333299997										0.333333333333	abab cbcd cdedee	Sonnet E		1.0														1.0																						1.0																											1.0							1.0															1.0			1.0		[10]	8.0	1.0	10	Invariable
corpus/Sonnets/Z200344698.txt	corpus/Sonnets/Z200344698.txt	[5]	4.0	1.0	Pentameter	Invariable	2.5714285714300003	0.12230215827299999	0.0143884892086	0.0	0.0	0.0575539568345	0.05035971223019999	10.214285714299999	10.214285714299999	0.489208633094	0.0143884892086	0.48201438848899997	0.0143884892086	0.785714285714	0.214285714286		0.8571428571430001	0.14285714285700002	0.28571428571400004	0.714285714286	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.28571428571400004										0.266666666667	0.23076923076900002							0.23076923076900002		0.263157894737									0.285714285714	aa	Couplet				1.0										1.0	1.0											1.0																														1.0	1.0							1.0															1.0					1.0				1.0				[10]	7.0	1.0	10	Invariable
corpus/Sonnets/Z300482230.txt	corpus/Sonnets/Z300482230.txt	[5, 5, 5, 5, 5, 4, 5]	3.0	7.0	Complex (5-5-5-5-5-4-5)	Complex	3.0	0.149253731343	0.0	0.0	0.0	0.0522388059701	0.09701492537310001	9.64285714286	9.64285714286	0.5		0.492537313433	0.007462686567159999	0.8571428571430001	0.14285714285700002		0.785714285714	0.214285714286	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Sonnet, Petrarchan B', u'abba abba cdcdcd']																						0.290322580645					0.315789473684	0.4		0.315789473684	0.388888888889					0.4	abba abba cdcdcd	Sonnet, Petrarchan B			1.0	1.0										1.0			1.0											1.0									1.0																													1.0					1.0																1.0			1.0		[10, 10, 10, 10, 10, 8, 10]	4.0	7.0	Complex (10-10-10-10-10-8-10)	Complex
corpus/Sonnets/Z200383312.txt	corpus/Sonnets/Z200383312.txt	[5]	6.0	1.0	Pentameter	Invariable	2.9285714285699997	0.127819548872	0.0075187969924799996	0.0	0.0	0.037593984962400004	0.0827067669173	10.0	10.0	0.49624060150399996	0.0075187969924799996	0.45112781954899994	0.0451127819549	0.714285714286	0.28571428571400004		0.642857142857	0.357142857143	0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']																	0.45454545454499995	0.444444444444		0.5												0.8571428571430001	0.4			0.857142857143	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0																					1.0					1.0								1.0	[10]	8.0	1.0	10	Invariable
corpus/NotSonnets/Z300360103.txt	corpus/NotSonnets/Z300360103.txt	[3]	6.0	1.0	Trimeter	Invariable	2.5714285714300003	0.11235955056199999	0.0	0.011235955056200002	0.0	0.06741573033710001	0.033707865168499995	6.78571428571	6.78571428571	0.46067415730300004	0.022471910112400004	0.47191011236	0.04494382022469999	0.214285714286	0.785714285714		0.357142857143	0.642857142857	0.5714285714289999	0.428571428571	binary	initial	trochaic	14.0	[u'Couplet', u'aa']							0.28571428571400004					0.1625	0.1625										0.157894736842							0.130434782609						0.285714285714	aa	Couplet	1.0																												1.0		1.0		1.0	1.0	1.0	1.0	1.0	1.0		1.0		1.0					1.0		1.0		1.0						1.0		1.0						1.0		1.0	1.0	1.0	1.0		1.0						1.0	1.0	1.0	1.0					1.0	1.0	1.0	1.0	1.0	1.0	[8, 6, 8, 8, 6, 6, 8]	10.0	7.0	Complex (8-6-8-8-6-6-8)	Complex
corpus/Sonnets/Z200472524.txt	corpus/Sonnets/Z200472524.txt	[5]	8.0	1.0	Pentameter	Invariable	2.2857142857099997	0.12030075187999999	0.0075187969924799996	0.0	0.0	0.052631578947400004	0.0601503759398	9.78571428571	9.78571428571	0.49624060150399996	0.015037593984999998	0.47368421052599996	0.015037593984999998	0.928571428571	0.07142857142860001		0.785714285714	0.214285714286	0.28571428571400004	0.714285714286	binary	final	iambic	14.0	[u'Sonnet, Petrarchan C', u'abba abba ccdccd']																											0.47619047618999993	0.478260869565	0.521739130435	0.47619047618999993	0.47619047618999993					0.521739130435	abba abba ccdccd	Sonnet, Petrarchan C														1.0			1.0	1.0										1.0	1.0								1.0			1.0									1.0							1.0																					1.0			1.0	1.0			1.0	1.0	1.0					1.0	[10]	9.0	1.0	10	Invariable
nan	corpus/Sonnets/Z400340792.txt																																																																																																																																																																				
corpus/NotSonnets/Z200513603.txt	corpus/NotSonnets/Z200513603.txt	[4, 4, 4, 4, 4, 4, 3]	11.0	7.0	Complex (4-4-4-4-4-4-3)	Complex	1.7142857142899999	0.104166666667	0.0	0.0	0.0	0.03125	0.07291666666669999	7.42857142857	7.42857142857	0.489583333333	0.020833333333299998	0.427083333333	0.0625	0.5	0.5		0.14285714285700002	0.8571428571430001	0.642857142857	0.357142857143	binary	initial	trochaic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']												0.442857142857					0.38461538461499994	0.363636363636														0.666666666667	0.35294117647100004			0.666666666667	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0																					1.0					1.0	1.0					1.0			[7, 8]	7.0	2.0	Alternating (7-8)	Alternating
corpus/Sonnets/Z300265643.txt	corpus/Sonnets/Z300265643.txt	[5]	4.0	1.0	Pentameter	Invariable	3.35714285714	0.14179104477600002	0.007462686567159999	0.0	0.0	0.111940298507	0.0223880597015	10.0714285714	10.0714285714	0.5	0.007462686567159999	0.44776119403000003	0.044776119403	0.785714285714	0.214285714286		0.928571428571	0.07142857142860001	0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Sonnet G', u'abba acca ddeffe']																							0.545454545455	0.33333333333299997	0.444444444444				0.315789473684	0.235294117647						0.545454545455	abba acca ddeffe	Sonnet G			1.0											1.0																																			1.0							1.0																					1.0											1.0	1.0			[10]	3.0	1.0	10	Invariable
corpus/Sonnets/Z500342374.txt	corpus/Sonnets/Z500342374.txt	[4, 5, 5, 5, 5, 6, 5]	9.0	7.0	Complex (4-5-5-5-5-6-5)	Complex	2.85714285714	0.10769230769200001	0.00769230769231	0.0	0.0	0.0384615384615	0.061538461538500004	9.85714285714	9.85714285714	0.5	0.00769230769231	0.438461538462	0.0538461538462	0.8571428571430001	0.14285714285700002		0.928571428571	0.07142857142860001	0.28571428571400004	0.714285714286	binary	final	iambic	14.0	[u'Sonnet J', u'abbabacd cddeee']																									0.294117647059	0.4	0.304347826087			0.304347826087	0.304347826087					0.4	abbabacd cddeee	Sonnet J			1.0		1.0		1.0							1.0		1.0		1.0									1.0		1.0									1.0		1.0								1.0									1.0																						1.0			1.0									1.0	[10]	4.0	1.0	10	Invariable
corpus/Sonnets/Z200584643.txt	corpus/Sonnets/Z200584643.txt	[5]	16.0	1.0	Pentameter	Invariable	2.5714285714300003	0.12	0.008	0.0	0.0	0.064	0.048	9.14285714286	9.14285714286	0.512		0.46399999999999997	0.024	0.8571428571430001	0.14285714285700002	0.07142857142860001	0.714285714286	0.214285714286	0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Sonnet G', u'abba acca ddeffe']																							0.666666666667				0.5	0.5		0.5	0.6					0.666666666667	abba acca ddeffe	Sonnet G			1.0	1.0			1.0							1.0																							1.0			1.0									1.0							1.0																					1.0	1.0		1.0		1.0		1.0			1.0			1.0		[10]	16.0	1.0	10	Invariable
corpus/NotSonnets/Z200139509.txt	corpus/NotSonnets/Z200139509.txt	[5]	6.0	1.0	Pentameter	Invariable	2.2857142857099997	0.0827067669173	0.015037593984999998	0.0	0.0	0.0300751879699	0.037593984962400004	9.92857142857	9.92857142857	0.49624060150399996	0.0075187969924799996	0.45864661654100003	0.037593984962400004	0.8571428571430001	0.14285714285700002		0.928571428571	0.07142857142860001	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.428571428571						0.33333333333299997							0.2		0.23076923076900002								0.222222222222						0.428571428571	aa	Couplet				1.0										1.0																										1.0																1.0		1.0	1.0	1.0	1.0				1.0	1.0	1.0	1.0									1.0	1.0	1.0			1.0	1.0			1.0					1.0	[10]	1.0	1.0	10	Invariable
corpus/NotSonnets/Z200319620.txt	corpus/NotSonnets/Z200319620.txt	[4]	2.0	1.0	Tetrameter	Invariable	1.42857142857	0.0636363636364	0.0	0.0	0.0	0.0363636363636	0.0272727272727	7.92857142857	7.92857142857	0.490909090909	0.00909090909091	0.5		0.928571428571	0.07142857142860001		0.928571428571	0.07142857142860001	0.07142857142860001	0.928571428571	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']																	0.45454545454499995	0.444444444444		0.38461538461499994												0.8571428571430001	0.4			0.857142857143	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0																					1.0					1.0								1.0	[8]	1.0	1.0	8	Invariable
corpus/Sonnets/Z200659618.txt	corpus/Sonnets/Z200659618.txt	[5]	0.0	1.0	Pentameter	Invariable	2.6428571428599996	0.115942028986	0.0144927536232	0.0	0.0	0.036231884058	0.0652173913043	10.357142857100001	10.357142857100001	0.507246376812		0.44202898550700004	0.0507246376812	0.785714285714	0.214285714286		1.0		0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Sonnet H', u'abba cddc efefef']																								0.38461538461499994			0.35294117647100004	0.368421052632		0.35294117647100004	0.35294117647100004					0.384615384615	abba cddc efefef	Sonnet H			1.0																									1.0	1.0																				1.0							1.0																						1.0						1.0						1.0		[10]	5.0	1.0	10	Invariable
corpus/NotSonnets/Z200142417.txt	corpus/NotSonnets/Z200142417.txt	[5]	6.0	1.0	Pentameter	Invariable	1.92857142857	0.11940298507500001	0.007462686567159999	0.007462686567159999	0.0	0.037313432835800006	0.0671641791045	9.92857142857	9.92857142857	0.485074626866	0.014925373134299999	0.477611940299	0.0223880597015	0.8571428571430001	0.14285714285700002		0.928571428571	0.07142857142860001	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Couplet', u'aa']							1.0					0.14285714285700002	0.166666666667				0.133333333333								0.0769230769231											1.0	aa	Couplet	1.0																									1.0																					1.0																	1.0													1.0									1.0					1.0	[10]	7.0	1.0	10	Invariable
corpus/NotSonnets/Z200290935.txt	corpus/NotSonnets/Z200290935.txt	[5]	2.0	1.0	Pentameter	Invariable	1.7142857142899999	0.111111111111	0.0	0.0	0.0	0.0814814814815	0.029629629629599998	10.0	10.0	0.503703703704	0.007407407407409999	0.45925925925899996	0.029629629629599998	1.0			0.8571428571430001	0.14285714285700002	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Couplet', u'aa']							1.0					0.14285714285700002	0.166666666667				0.133333333333								0.0769230769231											1.0	aa	Couplet	1.0																									1.0																					1.0																	1.0													1.0									1.0					1.0	[10]	2.0	1.0	10	Invariable
corpus/Sonnets/Z300455973.txt	corpus/Sonnets/Z300455973.txt	[5]	8.0	1.0	Pentameter	Invariable	2.9285714285699997	0.194029850746	0.007462686567159999	0.0	0.0	0.089552238806	0.09701492537310001	9.78571428571	9.78571428571	0.5	0.007462686567159999	0.477611940299	0.014925373134299999	0.928571428571	0.07142857142860001		0.928571428571	0.07142857142860001	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Sonnet, Shakespearean', u'abab cdcd efefgg']												0.46666666666699996					0.545454545455	0.555555555556														1.0	0.46666666666699996			1.0	abab cdcd efefgg	Sonnet, Shakespearean		1.0													1.0																																	1.0									1.0																					1.0					1.0								1.0	[10]	7.0	1.0	10	Invariable
corpus/NotSonnets/Z200343345.txt	corpus/NotSonnets/Z200343345.txt	[4]	2.0	1.0	Tetrameter	Invariable	1.42857142857	0.0917431192661	0.0	0.0	0.0	0.045871559633	0.045871559633	8.0	8.0	0.49541284403700003	0.009174311926610001	0.477064220183	0.0183486238532	1.0			1.0		0.07142857142860001	0.928571428571	binary	final	iambic	14.0	[u'Quatrain And Triplet', u'ababccc']							0.28571428571400004					1.0	0.428571428571					0.307692307692														0.416666666667				1.0	ababccc	Quatrain And Triplet		1.0													1.0																																1.0	1.0								1.0																1.0						1.0											1.0	1.0	1.0	[8]	0.0	1.0	8	Invariable
corpus/NotSonnets/Z200489476.txt	corpus/NotSonnets/Z200489476.txt	[5]	8.0	1.0	Pentameter	Invariable	2.6428571428599996	0.1171875	0.0078125	0.0	0.0	0.09375	0.015625	9.57142857143	9.57142857143	0.5	0.015625	0.453125	0.03125	0.928571428571	0.07142857142860001		0.8571428571430001	0.14285714285700002	0.357142857143	0.642857142857	binary	final	iambic	14.0	[u'Couplet', u'aa']							1.0					0.14285714285700002	0.166666666667				0.133333333333								0.0769230769231											1.0	aa	Couplet	1.0																									1.0																					1.0																	1.0													1.0									1.0					1.0	[10]	8.0	1.0	10	Invariable
corpus/NotSonnets/Z200417047.txt	corpus/NotSonnets/Z200417047.txt	[4]	10.0	1.0	Tetrameter	Invariable	1.92857142857	0.127450980392	0.0	0.0	0.0	0.078431372549	0.0490196078431	7.3571428571399995	7.3571428571399995	0.5		0.49019607843099994	0.00980392156863	0.785714285714	0.214285714286		0.8571428571430001	0.14285714285700002	0.214285714286	0.785714285714	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.8571428571430001					0.154761904762	0.2												0.08333333333330001							0.08333333333330001				0.857142857143	aa	Couplet	1.0																									1.0																					1.0																	1.0													1.0									1.0					1.0	[8, 8, 8, 8, 8, 6, 6]	10.0	7.0	Complex (8-8-8-8-8-6-6)	Complex
corpus/Sonnets/Z300370384.txt	corpus/Sonnets/Z300370384.txt	[6, 5, 5, 5, 4, 5, 6]	37.0	7.0	Complex (6-5-5-5-4-5-6)	Complex	7.5	0.34959349593500005	0.008130081300810001	0.0	0.0	0.10569105691099999	0.235772357724	9.14285714286	9.14285714286	0.479674796748	0.0243902439024	0.479674796748	0.0162601626016	0.428571428571	0.5714285714289999	0.07142857142860001	0.5	0.428571428571	0.642857142857	0.357142857143	binary	final	iambic	14.0	[u'Sonnet A', u'abab cdcd eefeff']							0.28571428571400004										0.4				0.214285714286		0.153846153846		0.1											0.4	abab cdcd eefeff	Sonnet A	1.0	1.0	1.0	1.0	1.0	1.0	1.0				1.0			1.0	1.0	1.0	1.0	1.0	1.0				1.0			1.0	1.0	1.0	1.0	1.0				1.0			1.0	1.0	1.0	1.0				1.0			1.0	1.0	1.0				1.0			1.0	1.0				1.0			1.0				1.0						1.0			1.0										1.0	1.0			1.0	[12, 8, 10, 10, 6, 10, 10]	39.0	7.0	Complex (12-8-10-10-6-10-10)	Complex
corpus/NotSonnets/Z200386342.txt	corpus/NotSonnets/Z200386342.txt	[4]	4.0	1.0	Tetrameter	Invariable	3.0	0.16814159292	0.0	0.0	0.0	0.026548672566400002	0.141592920354	8.07142857143	8.07142857143	0.49557522123899994		0.504424778761		0.785714285714	0.214285714286		0.8571428571430001	0.14285714285700002	0.14285714285700002	0.8571428571430001	binary	final	iambic	14.0	[u'Couplet', u'aa']							0.714285714286						0.166666666667				0.153846153846								0.0909090909091							0.0909090909091				0.714285714286	aa	Couplet	1.0			1.0	1.0											1.0	1.0									1.0																					1.0																	1.0													1.0									1.0					1.0	[8]	7.0	1.0	8	Invariable
